"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"February 29, 2016","New Jersey",Paterson,"43 Rosa Parks Boulevard",0,1,N/A
"February 29, 2016","South Carolina",Spartanburg,"340 Rowe St.",0,1,N/A
"February 28, 2016",Virginia,Portsmouth,"4200 block of Moregate Lane",0,1,N/A
"February 28, 2016",Virginia,Portsmouth,"700 block of Lancer Drive",0,1,N/A
"February 27, 2016","New York",Buffalo,N/A,0,2,N/A
"February 27, 2016",California,"Mc Farland",N/A,0,2,N/A
"February 24, 2016","North Carolina",Goldsboro,"500 block of Stadium Drive",0,1,N/A
"February 23, 2016",Florida,Sanford,N/A,0,1,N/A
"February 21, 2016",Texas,Houston,"5100 block of Idaho Street",0,5,N/A
"February 20, 2016",Michigan,Detroit,"16000 block of Mark Twain Street",0,1,N/A
"February 20, 2016",Illinois,"Chicago (Englewood)","5600 block of South Wolcott",0,1,N/A
"February 19, 2016","New York",Newburgh,"Liberty Street and Benkard Avenue",0,1,N/A
"February 19, 2016",Alabama,Fairfield,"7201 Aaron Aronov Drive",0,3,N/A
"February 19, 2016",California,Vallejo,"509 Porter Street",1,3,N/A
"February 17, 2016",Virginia,Suffolk,"200 block of Jonathans Way",0,1,N/A
"February 16, 2016","North Carolina",Durham,"Great Bend Drive and Lime Street",0,1,N/A
"February 14, 2016","North Carolina",Knightdale,"200 block of Colchester Drive",0,1,N/A
"February 14, 2016",Mississippi,Canton,N/A,0,2,N/A
"February 13, 2016",Illinois,Chicago,"3100 block of West 64th Street",0,1,N/A
"February 12, 2016","District of Columbia",Washington,"1005 8th Street SE",0,2,N/A
"February 11, 2016",Illinois,Chicago,"3700 block of West Chicago",0,2,N/A
"February 11, 2016",Virginia,Alexandria,"4000 block of Morris Street",0,1,N/A
"February 8, 2016",Georgia,"Walton (county)",N/A,0,1,N/A
"February 6, 2016","District of Columbia",Washington,"5400 block of Georgia Avenue NW",0,2,N/A
"February 6, 2016",Texas,Forney,"17437 Adams Trail",0,1,N/A
"February 5, 2016",Texas,Temple,"5200 block of Indian Springs Drive",0,1,N/A
"February 4, 2016",Texas,"Temple (Moffatt)","5200 block of Indian Springs Road",0,1,N/A
"February 2, 2016",Pennsylvania,Mckeesport,"1600 block Evans Avenue",0,2,N/A
"February 2, 2016",Missouri,"Saint Louis","3900 block of S Grand Blvd",0,1,N/A
"January 30, 2016","New Jersey",Newark,"100 block of Sunset Street",0,1,N/A
"January 29, 2016",Virginia,Woodford,"14395 Jefferson Davis Highway",2,2,N/A
"January 27, 2016",Maryland,Waldorf,"3300 block of Patapsco Place",0,1,N/A
"January 27, 2016",Texas,Brownsville,"900 block of Ruben Torres Boulevard",0,1,N/A
"January 26, 2016",Louisiana,"New Orleans (Algiers)","300 block of Huntlee Drive",0,1,N/A
"January 25, 2016","New York",Jamestown,"411 East 2nd Street",0,1,N/A
"January 23, 2016",Indiana,"South Bend","2700 block of East Edison Road",0,1,N/A
"January 23, 2016","South Carolina","Anderson (county)","Crooked Creek Court",0,1,N/A
"January 22, 2016",Nevada,"Las Vegas","3600 Las Vegas Boulevard South",0,1,N/A
"January 18, 2016",Missouri,Grandview,N/A,0,1,N/A
"January 18, 2016",Florida,"Fort Myers","Dr. Martin Luther King Jr. and Veronica S Shoemaker Boulevard",0,1,N/A
"January 15, 2016",Virginia,Abingdon,N/A,0,1,N/A
"January 15, 2016",Maryland,Baltimore,"5330 Frankford Avenue",0,1,N/A
"January 12, 2016",Georgia,Atlanta,"1504 Bouldercrest Road",0,1,N/A
"January 10, 2016","New York","Orchard Park","Sandpiper Court",0,1,N/A
"January 8, 2016",Tennessee,Kingsport,"2005 Michelham Drive",0,1,N/A
"January 8, 2016",Texas,Carlsbad,"11000 block of Midland",0,1,N/A
"January 4, 2016",Mississippi,Jackson,"Keele Street",0,2,N/A
"January 4, 2016",Tennessee,Memphis,"1400 block of Briercrest Lane",2,1,N/A
"January 4, 2016",Georgia,Lagrange,"64 North Cary Street",0,1,N/A
"January 4, 2016",Florida,"Saint Cloud","2900 block of Michigan Avenue",0,1,N/A
"January 3, 2016",Illinois,"Granite City","4700 block of Warnock Avenue",0,1,N/A
"January 3, 2016",Iowa,Dubuque,"942 Main Street",0,1,N/A
"January 3, 2016",Texas,Spring,"30706 Eastridge Drive",0,1,N/A
"January 3, 2016",Alabama,Talladega,"West Street",0,1,N/A
"January 1, 2016",Florida,Orlando,"800 block of South Kirkman Road",0,1,N/A
"December 29, 2015",Texas,"San Antonio","4611 East Houston Street",0,1,N/A
"December 27, 2015",Michigan,Detroit,"1600 block of Steel Street",1,1,N/A
"December 27, 2015",Arizona,Yuma,"Arizona Avenue",0,2,N/A
"December 27, 2015",Maryland,Baltimore,"1200 block of W. North Ave.",0,3,N/A
"December 27, 2015","New Jersey",Newark,"Morris and Springfield Avenue",0,2,N/A
"December 26, 2015",Virginia,"Newport News","400 block of West 27th Street",0,1,N/A
"December 26, 2015",Michigan,Gowen,"Riverview Dr",1,1,N/A
"December 26, 2015",Michigan,"Kent (county)","Lincoln Lake Avenue",1,1,N/A
"December 26, 2015","New Jersey","Jersey City","Harrison and Bergen Street",0,1,N/A
"December 25, 2015",Oregon,Molalla,"30700 block of S Marian St",0,1,N/A
"December 25, 2015",Florida,Jacksonville,"Franklin and Odessa",0,4,N/A
"December 24, 2015","North Carolina","Franklin (Watauga)","123 Old Chigger Trail",0,1,N/A
"December 24, 2015",Ohio,Dayton,"1716 N Gettysburg Ave",0,1,N/A
"December 24, 2015",Texas,"Fort Worth (Watauga)","123 Old Chigger Trail",0,1,N/A
"December 21, 2015",Pennsylvania,Reading,"Muhlenberg and Maple streets",0,1,N/A
"December 20, 2015",Illinois,Cairo,"Cedar Street",0,1,N/A
"December 19, 2015",California,"San Diego","3800 block of Caminito Aguilar",0,1,N/A
"December 19, 2015",California,"San Diego","3884 Caminito Aguilar",0,1,N/A
"December 19, 2015",Texas,Houston,"10633 Strickland",0,1,N/A
"December 16, 2015",Illinois,Chicago,"1000 block of North Leamington Avenue",0,1,N/A
"December 15, 2015",Ohio,Columbus,"1900 block of South 9th Street",0,1,N/A
"December 15, 2015",Missouri,Imperial,"5400 block of Lakewood Terrace",0,1,N/A
"December 14, 2015",Pennsylvania,Philadelphia,"700 block of W. Luzerne Street",0,1,N/A
"December 14, 2015",Ohio,Toledo,"2100 block of Alvin Street",0,1,N/A
"December 12, 2015",Alaska,Anchorage,"4000 block of Wispen Circle",0,1,N/A
"December 12, 2015",Illinois,Chicago,"5900 block of South Calumet Avenue",0,1,N/A
"December 11, 2015",Pennsylvania,"Pittsburgh (Mount Oliver)","200 block of  Brownsville Road",0,4,N/A
"December 10, 2015",Iowa,Davenport,"600 block of E. 14th Street",0,1,N/A
"December 9, 2015",Oklahoma,Tulsa,"East 46th Street North and North Lewis Ave",0,3,N/A
"December 8, 2015",Georgia,Atlanta,"2727 Godby Road",0,1,N/A
"December 8, 2015",Georgia,Jesup,"1282 Sunset Boulevard",0,2,N/A
"December 6, 2015",Louisiana,"New Orleans","7300 block of Brevard Street",0,1,N/A
"December 6, 2015",Georgia,Conyers,"Frontier Drive",0,1,N/A
"December 5, 2015",Georgia,Atlanta,"2051 Flat Shoals Road SE",0,1,N/A
"December 5, 2015",Ohio,Dayton,"600 block of Hulbert Avenue",0,1,N/A
"December 3, 2015",Ohio,Columbus,"700 block of Kelton Avenue",0,1,N/A
"December 2, 2015",Ohio,Columbus,N/A,0,1,N/A
"December 1, 2015",Oklahoma,Tulsa,"4950 S. Mingo Road",0,1,N/A
"November 30, 2015",Tennessee,Nashville,"84 Whitsett Road",0,1,N/A
"November 29, 2015",Washington,Everett,"12400 block of Admiralty Way",0,1,N/A
"November 26, 2015",Ohio,Baltic,"102 Baltic Haus Drive",0,1,N/A
"November 24, 2015","North Carolina",Raleigh,"4204 Ferriday Court",0,1,N/A
"November 24, 2015",Ohio,Northwood,"314 W. Andrus Road",1,1,N/A
"November 22, 2015",Louisiana,"New Orleans","1900 block of Gallier Street",0,17,N/A
"November 20, 2015",Texas,Waco,N/A,1,1,N/A
"November 19, 2015",Minnesota,Minneapolis,"1500 block of Plymouth Avenue",0,2,N/A
"November 19, 2015",Texas,"Lubbock (county)",N/A,0,1,N/A
"November 18, 2015",California,Fresno,"California Avenue and Martin Luther King Jr. Boulevard",0,5,N/A
"November 17, 2015",California,Richmond,"200 block of South 37th Street",0,2,N/A
"November 16, 2015",Texas,Laredo,N/A,0,1,N/A
"November 16, 2015",Texas,Laredo,"800 block of George Road",0,1,N/A
"November 16, 2015",Virginia,Richmond,"300 block of Red Ash Drive",1,2,N/A
"November 15, 2015",California,Stockton,"100 block of East First Street",0,1,N/A
"November 12, 2015",Texas,Houston,"Antoine and Beltway 8 North",0,1,N/A
"November 12, 2015",Illinois,Chicago,"9000 block of South Bishop",0,1,N/A
"November 12, 2015",Georgia,Albany,"700 block of Mobile Avenue",0,1,N/A
"November 12, 2015",Texas,"Harris (county)",N/A,0,1,N/A
"November 11, 2015",Texas,Houston,"W. Little York",0,1,N/A
"November 8, 2015","North Carolina",Brunswick,"Mill Pond Road",0,1,N/A
"November 7, 2015",Georgia,Waycross,"600 block of Owens Street",1,2,N/A
"November 6, 2015",Michigan,Troy,"2105 South Blvd W",0,1,N/A
"November 6, 2015","New Jersey",Plainfield,"West 3rd Street and Evona Avenue",1,2,N/A
"November 4, 2015","New Jersey","Asbury Park","Springwood and Atkins Avenue",0,2,N/A
"November 1, 2015",Illinois,Chicago,"7600 block of South Parnell Avenue",0,1,N/A
"October 31, 2015",California,Stockton,"Swain Road and Tam O’ Shanter Drive",0,2,N/A
"October 30, 2015",Arizona,Phoenix,"18th Street and Baseline Road",0,1,N/A
"October 30, 2015","New Mexico",Espanola,"1911 Avenida Canada",0,1,N/A
"October 29, 2015",Florida,"Fort Myers","3600 block of Seminole Avenue",0,1,N/A
"October 28, 2015",Ohio,Cleveland,"6600 block of Bliss Avenue",0,1,N/A
"October 28, 2015",California,"San Jose","1900 block of Almaden Road",0,2,N/A
"October 25, 2015",Florida,Orlando,"4614 Alrix Drive",0,2,N/A
"October 24, 2015",Pennsylvania,Erie,"2057 Charleston Ave",0,1,N/A
"October 24, 2015",Florida,"Cape Coral","1518 Northeast 43rd Lane",1,2,N/A
"October 24, 2015",Arkansas,"Forrest City",N/A,0,1,N/A
"October 24, 2015",Texas,Mission,"4600 block of Sorita Street",0,1,N/A
"October 23, 2015",Texas,"San Antonio","Canterbury Drive",0,1,N/A
"October 23, 2015",Florida,Bartow,"Hunt Road",0,1,N/A
"October 22, 2015",Georgia,"Warner Robins","508 Diggs Boulevard",0,1,N/A
"October 21, 2015",Wisconsin,Milwaukee,"77th and Villard",0,1,N/A
"October 20, 2015",Louisiana,"Lake Charles","400 block of Scott Street",0,2,N/A
"October 19, 2015",Florida,"Lehigh Acres","South Alabama Road",0,1,N/A
"October 19, 2015",Georgia,Rhine,"Oak Grove Church Road",0,1,N/A
"October 18, 2015",Illinois,Chicago,"3500 block of East 97th Street",0,1,N/A
"October 17, 2015",California,"Panorama City","Wakefield Avenue and Osborne Street",0,1,N/A
"October 12, 2015",Georgia,Decatur,"4731 Glenwood Road",0,4,N/A
"October 12, 2015",Georgia,Pendergrass,N/A,0,1,N/A
"October 11, 2015",Missouri,"Kansas City","8400 block of East 93rd Terrace",0,1,N/A
"October 10, 2015",Alabama,Tuscaloosa,"13000 block of North Rosser Road",0,1,N/A
"October 5, 2015",Delaware,Wilmington,"Bennett and East Eighth streets",0,1,N/A
"October 4, 2015",Maryland,Baltimore,"3500 block of Old York Road",0,1,N/A
"October 3, 2015",Florida,"West Palm Beach","200 block of W 29th St",0,1,N/A
"October 2, 2015",Oklahoma,Tulsa,"1600 block of N. Lewis Avenue",0,3,N/A
"October 1, 2015",Oregon,Roseburg,"1140 Umpqua College Rd",10,9,N/A
"September 30, 2015","New Mexico","Las Cruces","2230 Dona Ana Road",0,1,N/A
"September 30, 2015",Tennessee,Memphis,"4300 block of Graceland",0,1,N/A
"September 29, 2015",Illinois,Chicago,"7000 block of South Harper Avenue",0,1,N/A
"September 28, 2015",Ohio,"Cincinnati (Evanston)","1800 block of Hewitt Avenue",0,5,N/A
"September 28, 2015",Illinois,Chicago,"5300 block of South Aberdeen Street",2,3,N/A
"September 28, 2015",Pennsylvania,Philadelphia,"5000 block of Boudinot Street",0,3,N/A
"September 27, 2015",Illinois,Chicago,"1400 block of East 66th Place",0,3,N/A
"September 27, 2015",Florida,"Belle Glade","400 block of Southwest D Road",0,1,N/A
"September 27, 2015",Missouri,Malden,"600 block of North Kimball",0,3,N/A
"September 25, 2015",Texas,Houston,"6500 block of Narcissus",1,1,N/A
"September 24, 2015",Michigan,"Battle Creek","120 block of Greentree Boulevard",0,1,N/A
"September 24, 2015",Oregon,Dallas,"2000 block of Mistletoe Road",0,1,N/A
