"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"June 1, 2016",Nevada,"Las Vegas","Mezpah Street and Washington Avenue",2,0,N/A
"May 31, 2016",Illinois,Chicago,"89th Street and Exchange Avenue",1,0,N/A
"May 31, 2016",Michigan,Detroit,N/A,1,0,N/A
"May 31, 2016","New York",Brooklyn,"1406 Brooklyn Avenue",1,0,N/A
"May 30, 2016",California,Modesto,"1600 block of Pelton Avenue",1,1,N/A
"May 29, 2016",California,Sacramento,"8700 block of Inisheer Way",1,0,N/A
"May 29, 2016",Mississippi,Jonestown,"Coldwater River Road",1,0,N/A
"May 28, 2016","North Carolina",Fayetteville,"McKinnon Farm Road",1,0,N/A
"May 28, 2016",Illinois,Chicago,"2400 block of North Lake Shore Drive",1,1,N/A
"May 27, 2016",Tennessee,Nashville,"3301 Creekwood Drive",1,0,N/A
"May 27, 2016","New York",Wallkill,"559 Fifth Avenue",3,0,N/A
"May 27, 2016",Florida,"Miami Gardens","18000 block of Northwest Seventh Place",1,0,N/A
"May 25, 2016",Washington,Seattle,"6000 block of High Point Drive SW",1,0,N/A
"May 25, 2016","New Mexico",Albuquerque,"500 Eubank Boulevard",1,0,N/A
"May 24, 2016",Oklahoma,"Oklahoma City","3100 block of S. Shartel",2,0,N/A
"May 23, 2016","North Carolina","Scotland (county)","Hasty Road",1,0,N/A
"May 23, 2016",Florida,Auburndale,"108 Kim Street",1,0,N/A
"May 22, 2016",Maryland,Baltimore,"3500 block of Hayward Ave",1,0,N/A
"May 21, 2016",Georgia,Jackson,"Levi Barnes Road",1,3,N/A
"May 21, 2016",Pennsylvania,Chester,"1100 block of Pine Lane",1,2,N/A
"May 19, 2016",Delaware,Wilmington,"900 block of Clifford Brown Walk",1,0,N/A
"May 19, 2016","New York",Bronx,"810 Astor Avenue",1,0,N/A
"May 19, 2016",Illinois,Rockford,"3100 block of Wallin Avenue",1,0,N/A
"May 19, 2016",Missouri,"Cape Girardeau","235 N. Lorimier Street",1,0,N/A
"May 19, 2016",Illinois,Chicago,"6100 block of South Evans Avenue",1,0,N/A
"May 18, 2016","New York",Brooklyn,"1003 Wilmohr Street",1,1,N/A
"May 18, 2016",Indiana,"Fort Wayne","9100 blook of Brickshire Parkway",1,1,N/A
"May 18, 2016","North Carolina","Onslow (county)",N/A,1,0,N/A
"May 18, 2016",Alabama,Anniston,"2200 block of Christine Avenue",1,2,N/A
"May 16, 2016",Nevada,"Las Vegas","3050 South Nellis Boulevard",1,1,N/A
"May 15, 2016",Virginia,"Newport News","300 block of Deputy Lane",1,0,N/A
"May 15, 2016",Illinois,Chicago,"1500 block of South Karlov Avenue",1,0,N/A
"May 14, 2016",Florida,Alford,"Compass Lake Drive",1,0,N/A
"May 13, 2016",Connecticut,Bridgeport,"290 block of Madison Avenue",1,0,N/A
"May 10, 2016",Louisiana,Shreveport,"1100 block of Wilkinson Street",1,0,N/A
"May 9, 2016",Ohio,Columbus,"South Weyant Avenue",1,1,N/A
"May 8, 2016",Florida,"Lehigh Acres","32nd Street Southwest and Wanda Avenue",1,0,N/A
"May 7, 2016",Idaho,"Twin Falls","Northern Pine Drive and N. College Road",1,0,N/A
"May 7, 2016",California,Fresno,"400 block of North Manila Avenue",1,0,N/A
"May 5, 2016",Virginia,Chesterfield,"4100 block of Mallard Landing Circle",1,1,N/A
"May 5, 2016",Louisiana,Harvey,"Westmore Street and Post Street",1,0,N/A
"May 4, 2016",Tennessee,Memphis,"Getwell Road and New Willow Road",1,0,N/A
"May 4, 2016",Arizona,Tucson,"3700 block of E. 4th Street",1,0,N/A
"May 4, 2016",Washington,"Seattle (Burien)","615 W Ambaum Boulevard Southwest",1,0,N/A
"May 3, 2016",California,"Long Beach","3300 block of East 65th Street",1,0,N/A
"May 2, 2016",Illinois,Chicago,"4500 block of South Ashland Avenue",1,0,N/A
"May 2, 2016",Illinois,"Chicago (Englewood)","100 block of South Laflin Street",1,1,N/A
"May 2, 2016",Maryland,Baltimore,"3700 block of St. Victor Street",1,0,N/A
"April 30, 2016",Texas,Dallas,"2400 block of Bickers Road",1,1,N/A
"April 29, 2016",Illinois,"Chicago (Englewood)","6800 block of South Sangamon Street",1,0,N/A
"April 27, 2016",Illinois,"Rock Island","20th Avenue and 5th Street",1,0,N/A
"April 27, 2016",Iowa,"Des Moines","1300 block of 12th Street",1,0,N/A
"April 26, 2016",California,Richmond,"400 block of South 12th Street",1,0,N/A
"April 26, 2016","New Jersey","Jersey City","Fulton Avenue",1,0,N/A
"April 25, 2016",Illinois,"Chicago (Englewood)","7300 block of South Sangamon Street",1,1,N/A
"April 25, 2016",Louisiana,"New Orleans","3900 block of Louisiana Avenue Parkway",1,0,N/A
"April 24, 2016",Tennessee,Memphis,"Vance Avenue",1,0,N/A
"April 24, 2016",Pennsylvania,Philadelphia,"400 block of East Wyoming Avenue",1,0,N/A
"April 24, 2016",Nevada,"Las Vegas","2800 block of Wheelwright Drive",1,0,N/A
"April 24, 2016","New Jersey",Trenton,"Jersey Street and Home Avenue",1,0,N/A
"April 23, 2016",Texas,"Fort Worth (Saginaw)","200 block of Creekside Dr",1,0,N/A
"April 23, 2016",Nevada,"Las Vegas","1650 South Hollywood Boulevard",1,3,N/A
"April 22, 2016",Tennessee,Memphis,"1600 block of Dellwood Avenue",1,0,N/A
"April 22, 2016",Ohio,Piketon,"4077 Union Hill Road",8,0,N/A
"April 20, 2016",California,"West Point","1100 block of Bald Mountain Rd",1,0,N/A
"April 20, 2016",California,"San Bernardino","29th Street and Pershing Avenue",2,0,N/A
"April 19, 2016","North Carolina","Robeson (county)","Manila Street",1,0,N/A
"April 19, 2016",Missouri,"Saint Louis","2700 block of Bacon Street",1,0,N/A
"April 19, 2016",California,Sacramento,"7800 block of Sunrise Greens Drive",1,0,N/A
"April 18, 2016",Tennessee,Chattanooga,"3100 block of 7th Avenue",1,0,N/A
"April 18, 2016",Louisiana,Gretna,N/A,1,0,N/A
"April 17, 2016",Arizona,Glendale,"6500 block of West Mountain View Road",1,0,N/A
"April 17, 2016",Tennessee,Knoxville,"700 College Street",1,0,N/A
"April 14, 2016","New Jersey",Orange,"Taylor Street",1,3,N/A
"April 12, 2016",Kentucky,"Mercer (county)","1600 block of Deep Creek Road",1,0,N/A
"April 11, 2016",Wisconsin,Milwaukee,"Green Bay Avenue and Capitol Drive",1,0,N/A
"April 11, 2016",Illinois,Chicago,"3400 block of West Grenshaw Street",1,0,N/A
"April 10, 2016","North Carolina","Granite Falls","Baton Church Road",1,0,N/A
"April 10, 2016",Wisconsin,Milwaukee,"76th and Sheridan",1,3,N/A
"April 8, 2016",Arkansas,"Little Rock","801 S Rodney Parham Rd.",1,0,N/A
"April 7, 2016",Massachusetts,Springfield,"212 Plainfield Street",1,0,N/A
"April 7, 2016",Nevada,"Las Vegas","4300 block of North Las Vegas Boulevard",1,0,N/A
"April 7, 2016",Georgia,Savannah,"1300 block of E. 69th St.",1,0,N/A
"April 6, 2016",California,Salinas,"912 Acosta Plaza",1,0,N/A
"April 5, 2016",Texas,"Grand Prairie","2400 block of Pioneer Parkway",1,0,N/A
"April 5, 2016",Florida,Miami,"Northwest 10th and First Street",1,0,N/A
"April 5, 2016",Florida,"Miami Gardens","17612 Northwest 25th Avenue",1,0,N/A
"April 5, 2016",Florida,"West Palm Beach (Lake Park)","595 Silver Beach Road",1,0,N/A
"April 4, 2016",Illinois,Chicago,"5500 block of North Harlem Avenue",1,0,N/A
"April 4, 2016",Florida,Jacksonville,"9100 block of 2nd Avenue",2,0,N/A
"April 4, 2016",California,Salinas,"800 block of Garner Avenue",1,1,N/A
"April 3, 2016",Alaska,Noorvik,N/A,1,0,N/A
"April 3, 2016","South Carolina",York,"100 block of Hickory Lane",1,0,N/A
"April 2, 2016","South Carolina","Rock Hill","800 block of Horseman Drive",1,0,N/A
"March 31, 2016",Indiana,"Fort Wayne","500 block of E. Sherwood Terrace",1,0,N/A
"March 31, 2016",California,Fresno,"Chesnut and Holland Avenues",1,0,N/A
"March 31, 2016",California,"Long Beach","1300 block of East 11th Street",1,0,N/A
"March 31, 2016","North Carolina","La Grange","Mimosa Lane and Maple Grove Dr",1,0,N/A
"March 29, 2016",Illinois,Rockford,"3200 block of Parkside Avenue",1,2,N/A
"March 28, 2016",Mississippi,Jackson,"1100 Violet Street",1,0,N/A
"March 28, 2016",Alabama,Montgomery,"1900 block of Gibbs Drive",1,0,N/A
"March 28, 2016",Texas,"New Braunfels","2400 block of Dove Crossing",1,0,N/A
"March 27, 2016",Colorado,"Larimer (county)",N/A,2,0,N/A
"March 27, 2016",Texas,"Fort Worth (Forest Hill)","4100 block of Bowling Green St",1,0,N/A
"March 27, 2016",Mississippi,Brookhaven,"Highway 550",1,0,N/A
"March 27, 2016",Arizona,Phoenix,"2000 block of North 45th Avenue",1,0,N/A
"March 26, 2016",Texas,"San Angelo","1100 block of East 22nd Street",2,0,N/A
"March 26, 2016",Florida,Lakeland,"929 North Gilmore Avenue",1,1,N/A
"March 26, 2016","District of Columbia",Washington,"4720 Minnesota Avenue NE",1,0,N/A
"March 25, 2016",Florida,"Fort Myers","2700 block of Dr Ella Piper Way",1,1,N/A
"March 25, 2016",Hawaii,"Mountain View","Oshiro Road",1,0,N/A
"March 25, 2016","New York","New York (Manhattan)","3rd Avenue and 115th Street",1,0,N/A
"March 20, 2016",Florida,Gainesville,"5800 Southwest 20th Avenue",1,0,N/A
"March 20, 2016",Pennsylvania,"Mount Pleasant","151 South Church St",1,0,N/A
"March 19, 2016",Texas,Dallas,"1100 block of North Masters Drive",2,0,N/A
"March 19, 2016",Texas,Houston,"6000 block of Glenmont",1,0,N/A
"March 19, 2016",Florida,Apopka,"1008 Sheeler Hills Drive",1,0,N/A
"March 18, 2016",Oklahoma,Edmond,"1920 E. 2nd Street",1,0,N/A
"March 18, 2016","South Carolina",Greenville,"Rebecca Street",2,0,N/A
"March 18, 2016",Iowa,"Cedar Rapids","1424 Bever Ave. SE",1,0,N/A
"March 18, 2016","South Carolina","North Charleston","Northwoods Boulevard",1,0,N/A
"March 17, 2016","South Carolina",Bennettsville,"Spencer Street",1,0,N/A
"March 17, 2016",Illinois,Chicago,"800 block of North St. Louis Avenue",1,2,N/A
"March 15, 2016",Ohio,Dayton,"300 block of Roxbury Road",1,0,N/A
"March 14, 2016",Texas,"San Antonio (Alamo Heights)","800 block of Alamo Heights Blvd",1,0,N/A
"March 14, 2016",Texas,Bridgeport,"County Road 3825",1,0,N/A
"March 14, 2016",Texas,"San Antonio","Nogalitos and Cavalier",1,0,N/A
"March 14, 2016",Tennessee,Memphis,"100 block of Hillview Avenue",1,0,N/A
"March 14, 2016",Missouri,"Kansas City","North Flora and Northeast 80th Street",1,0,N/A
"March 13, 2016",Pennsylvania,Homestead,"15th Avenue and Glenn Street",2,1,N/A
"March 13, 2016",California,"San Bernardino","North Orange Street and East Love Lane",1,1,N/A
"March 13, 2016",Texas,"Madison (county)","FM 2989",1,0,N/A
"March 13, 2016",Texas,Addison,"Marsh Lane and Spring Valley Road",1,1,N/A
"March 13, 2016",Illinois,Chicago,"10000 block of South Indiana",1,0,N/A
"March 12, 2016",Florida,Ocoee,"North Lakewood Avenue",1,0,N/A
"March 12, 2016",Tennessee,Memphis,"700 block of Semmes Street",1,0,N/A
"March 12, 2016","New York",Buffalo,"600 block of LaSalle Avenue",1,1,N/A
"March 12, 2016",Georgia,Elberton,"Reese Street",2,2,N/A
"March 12, 2016",Iowa,Oskaloosa,"1593 290th Street",1,0,N/A
"March 10, 2016",Florida,Miami,"7200 block of Northwest 19th Avenue",1,0,N/A
"March 8, 2016",Texas,"San Antonio","Sherman Street",2,3,N/A
"March 8, 2016","North Carolina",Durham,N/A,1,1,N/A
"March 7, 2016","West Virginia",Morgantown,"Church Hill Drive",1,0,N/A
"March 6, 2016",Mississippi,Laurel,"County Road 237",1,0,N/A
"March 5, 2016","South Dakota",Yankton,"East Side Drive",1,0,N/A
"March 5, 2016",Minnesota,"Saint Paul","University Avenue W. and Prior Avenue N.",1,0,N/A
"March 5, 2016",Wisconsin,Milwaukee,"939 West National Avenue",3,0,N/A
"March 4, 2016",Mississippi,Starkville,"North Montgomery Street",1,0,N/A
"March 3, 2016",Arkansas,Lavaca,"Utah Ranch Road",1,0,N/A
"March 2, 2016",Iowa,Burlington,"5th and Walnut Street",1,0,N/A
"March 2, 2016",Tennessee,Memphis,"1700 block of Denison Street",1,1,N/A
"March 2, 2016",Georgia,Lithonia,"700 block of Shore Drive",1,0,N/A
"March 1, 2016",Texas,"Fort Worth","3200 block of North Harding Street",1,0,N/A
"February 29, 2016",Maryland,Baltimore,"Baltimore and Monroe streets",1,0,N/A
"February 29, 2016",Minnesota,"Litchfield (Harvey Township)","56900 block of 340th Street",2,0,N/A
"February 29, 2016",California,Richmond,"3300 block of Ohio Avenue",1,0,N/A
"February 29, 2016",Louisiana,"Baton Rouge","5100 block of Madison Avenue",1,0,N/A
