"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"June 21, 2015",Michigan,Pontiac,"Barkell Street and Tennyson",0,1,N/A
"June 21, 2015",Georgia,Lagrange,"400 block of Revis Street",0,1,N/A
"June 17, 2015","New York","Staten Island","Bay and Sands Street",0,1,N/A
"June 17, 2015",Pennsylvania,Pittsburgh,"300-block of Jacunda Street",0,1,N/A
"June 16, 2015",Florida,"Lake Worth","Mee Court",0,1,N/A
"June 12, 2015",Nevada,"Las Vegas","Lamb Boulevard and Vegas Valley Drive",0,1,N/A
"June 10, 2015",Wisconsin,Hatley,"Esker Road",0,1,N/A
"June 7, 2015",Ohio,Lebanon,"Wilmington Road",0,1,N/A
"June 7, 2015",Oregon,Portland,"9100 Southeast Powell Boulevard",0,1,N/A
"June 4, 2015",Washington,"Tacoma (Parkland)","400 block of 111th Street Court East",0,1,N/A
"June 2, 2015","New York","Staten Island","225 Park Hill Avenue",0,1,N/A
"May 30, 2015",Tennessee,Memphis,"8100 block of Waterford Circle",0,1,N/A
"May 28, 2015",California,Vacaville,"200 block of Cedar Street",0,1,N/A
"May 27, 2015","North Carolina",Kinston,N/A,0,2,N/A
"May 26, 2015",Louisiana,"Baton Rouge",N/A,0,1,N/A
"May 25, 2015","South Carolina","Rock Hill","Crawford Road",0,1,N/A
"May 21, 2015",Kansas,"Sedgwick (county)","11100 block of West 95th Street South",0,1,N/A
"May 17, 2015","North Carolina",Stokes,"Highway 30",0,1,N/A
"May 15, 2015",Tennessee,Centerville,"3800 block of Swan Creek Road",0,1,N/A
"May 15, 2015",Louisiana,"Baton Rouge","Rose Garden Drive",0,1,N/A
"May 12, 2015",Illinois,Chicago,"8800 block of South Saginaw",0,1,N/A
"May 5, 2015",Utah,"West Valley City","3200 South and 5100 West",0,1,N/A
"May 4, 2015",California,Gilroy,"500 block of El Cerrito Way",0,1,N/A
"May 2, 2015",Pennsylvania,"Upper Darby","7000 block of Ruskin Lane",0,1,N/A
"May 2, 2015",California,"Marysville (Linda)","1900 block of Fernwood Drive",0,2,N/A
"April 26, 2015",Georgia,Columbus,"7000 block of Doris Drive",0,1,N/A
"April 21, 2015","New York",Yonkers,"82 Chester Place",0,1,N/A
"April 19, 2015",Texas,Katy,"24918 Falcon Hollow Ln",0,1,N/A
"April 18, 2015",Virginia,"Spotsylvania  Courthouse",N/A,0,1,N/A
"April 17, 2015",Louisiana,Mandeville,"100 block of Carroll Street",0,1,N/A
"April 15, 2015",Illinois,Chicago,"1600 block of North Austin Boulevard",0,1,N/A
"April 13, 2015",Michigan,Pennfield,"100 block of Clarence Boulevard",0,1,N/A
"April 4, 2015","New York",Brooklyn,"Sterling Place",0,1,N/A
"March 28, 2015",Illinois,Champaign,"1700 block of Clover Lane",0,1,N/A
"March 27, 2015",Georgia,Atlanta,"600 block of McAfee Street",0,1,N/A
"March 26, 2015",Arizona,Phoenix,"44th Street and Southern Avenue",0,1,N/A
"March 25, 2015",Michigan,Southfield,"23000 block of Lake Ravines Drive",0,1,N/A
"March 24, 2015",Virginia,Richmond,"3100 block of Enslow Avenue",0,1,N/A
"March 23, 2015",Illinois,Chicago,"5800 block of South King Drive",0,1,N/A
"March 21, 2015","New Hampshire",Manchester,"91 West Street",0,1,N/A
"March 21, 2015",Pennsylvania,Philadelphia,"6000 block of Charles Street",0,1,N/A
"March 20, 2015","New York",Brooklyn,"71st Street",0,1,N/A
"March 20, 2015",Alaska,Anchorage,"1300 block of Chirikof Court",0,1,N/A
"March 19, 2015",Virginia,Petersburg,N/A,0,1,N/A
"March 15, 2015","New Jersey",Camden,"3000 block of Lemuel Avenue",0,1,N/A
"March 9, 2015",Minnesota,"Minneapolis (Coon Rapids)","11291 Robinson Drive NW",1,1,N/A
"March 7, 2015",Oklahoma,Tulsa,"East Admiral Place and South 119th East Avenue",0,1,N/A
"March 6, 2015",California,"Tulare County","Road 148 and Avenue 208",0,1,N/A
"March 5, 2015",Ohio,"Canal Winchester","5600 block of Gatling Drive",0,1,N/A
"March 5, 2015",Texas,"Fort Worth","2300 block of Northeast 37th St.",0,1,N/A
"March 5, 2015",California,Poplar,"Avenue 208 and Road 148",0,1,N/A
"March 2, 2015",Indiana,"Delaware County","500 block of N. Northwood Drive",0,1,N/A
"March 1, 2015",Illinois,Chicago,"5200 block of W. Fullerton Avenue",0,1,N/A
"February 27, 2015",Georgia,Columbus,"501 29th Street",0,1,N/A
"February 23, 2015",Florida,Jacksonville,"1605 N. Myrtle Avenue",0,1,N/A
"February 21, 2015",Utah,"Warner Valley",N/A,0,1,N/A
"February 17, 2015",Arizona,Phoenix,"43rd Avenue and Thomas",0,1,N/A
"February 17, 2015",Alabama,Piedmont,"Foskett Street",0,1,N/A
"February 16, 2015",Missouri,"Platte City","12000 block of Farmers Lane",0,1,N/A
"February 16, 2015",Indiana,Wakarusa,"28000 block of County Road 42",0,1,N/A
"February 14, 2015",California,Covina,"500 block of Rimsdale Avenue",0,1,N/A
"February 9, 2015",Maryland,Randallstown,"9600 block of Southall Road",0,1,N/A
"February 7, 2015",Texas,"San Antonio","5800 block of Midcrown Drive",0,1,N/A
"February 4, 2015","North Carolina",Leland,"Basin Street",0,1,N/A
"January 30, 2015",Illinois,Marengo,"400 block of Hale Street",0,1,N/A
"January 30, 2015",Louisiana,"New Roads","Carver Street",0,1,N/A
"January 28, 2015",Florida,Miami,"100 block of Northwest 77th Street",0,1,N/A
"January 28, 2015",Ohio,Cincinnati,"3300 block of Reading Road",0,1,N/A
"January 23, 2015",Florida,Naples,"300 block of 11th Street Southwest",0,1,N/A
"January 22, 2015",Nebraska,"Buffalo County","85th Road",0,1,N/A
"January 18, 2015",Kansas,Delia,"North of 118th and B Road",0,1,N/A
"January 18, 2015",California,Fresno,"Woodrow and Woodward Avenues",0,1,N/A
"January 17, 2015",Georgia,Carlton,N/A,0,1,N/A
"January 8, 2015",Virginia,Danville,"100 block of Swanson Street",0,1,N/A
"January 7, 2015",Texas,"Medina County","County Road 3823",0,1,N/A
"January 7, 2015",Louisiana,Shreveport,"3500 block of Sumner Street",0,1,N/A
"January 5, 2015",Alaska,Fairbanks,"1919 Lathrop Street Suite 123",0,2,N/A
"January 3, 2015",Virginia,Hiltons,"4155 AP Carter Highway",0,1,N/A
"January 2, 2015",Oregon,Prineville,"Northeast Seventh Street",0,1,N/A
"January 2, 2015",Connecticut,Plainfield,"40 Palmer Lane",0,1,N/A
"December 31, 2014",Texas,Navasota,N/A,0,1,N/A
"December 30, 2014",Texas,Dayton,"FM 1409 and County Road 460",0,1,N/A
"December 30, 2014",Ohio,Sharonville,"2300 East Kemper Road",0,2,N/A
"December 26, 2014",Wisconsin,Madison,"914 W. Badger Road",0,1,N/A
"December 26, 2014","West Virginia",Cameron,"North Avenue",1,1,N/A
"December 25, 2014",Michigan,Detroit,"4100 block of Virginia Park",1,0,N/A
"December 23, 2014",Tennessee,Memphis,"Elvis Presley Boulevard and Ledger Road",0,1,N/A
"December 20, 2014","North Carolina","White Oak","Chatham Road",0,1,N/A
"December 20, 2014",Mississippi,Meridian,N/A,0,1,N/A
"December 16, 2014",Washington,Snohomish,"12400 block of Admiralty Way",0,1,N/A
"December 14, 2014",Alabama,"Smiths Station",N/A,0,1,N/A
"December 6, 2014",Florida,Jacksonville,N/A,0,1,N/A
"December 6, 2014",Florida,"Mary Esther",N/A,0,1,N/A
"December 6, 2014","South Dakota","Sioux Falls","5521 E. Arrowhead Parkway",0,1,N/A
"December 2, 2014",Arkansas,Widener,N/A,0,1,N/A
"November 30, 2014",Texas,Houston,"4702 West Magnum Rd.",0,1,N/A
"November 29, 2014",Texas,Houston,"4700 block of West Mangum Road",0,1,N/A
"November 29, 2014",Illinois,Chicago,"1600 block of North Monticello Avenue ",0,1,N/A
"November 29, 2014",Wisconsin,"Manitowoc County",N/A,0,1,N/A
"November 24, 2014",Florida,"Indian River County","7900 block of 37th Street",0,1,N/A
"November 23, 2014",Delaware,Wilmington,"West 28th Street",0,1,N/A
"November 16, 2014",Kentucky,Lexington,"500 block of Judy Lane",0,1,N/A
"November 16, 2014",Maine,Oxford,"Gladys Lane",0,1,N/A
"November 15, 2014",Oklahoma,Velma,N/A,0,1,N/A
"November 9, 2014",Florida,"Miami Gardens","2100 block of NW 22 Avenue",0,1,N/A
"November 9, 2014",Ohio,Cleveland,"13301 Eaglesmere Ave",0,1,N/A
"November 8, 2014",Maryland,Keedysville,"Dogstreet Road",0,1,N/A
"November 2, 2014",Kansas,"Clay County",N/A,0,1,N/A
"November 1, 2014",Iowa,"Dallas Center",N/A,0,1,N/A
"October 30, 2014",California,"Desert Hot Springs","Estrella Avenue ",0,2,N/A
"October 27, 2014",Pennsylvania,Tyrone,N/A,0,1,N/A
"October 26, 2014",Montana,Butte,"Telegraph Gulch Road",0,1,N/A
"October 26, 2014",Illinois,Chicago,"3200 block of South Kedvale",0,1,N/A
"October 25, 2014","North Dakota",Cayuga,N/A,0,1,N/A
"October 24, 2014","New York",Ledyard,"1320 Levanna Road",0,1,N/A
"October 23, 2014","North Carolina",Hendersonville,"308 Resort Street",0,1,N/A
"October 22, 2014","New Jersey",Newark,"100 block of Hillside Avenue",0,2,N/A
"October 21, 2014",Tennessee,Memphis,"1900 East Raines Road",0,1,N/A
"October 18, 2014",Florida,"Fort Myers","1600 block of Meadowview Circle",0,1,N/A
"October 16, 2014","North Carolina",Margarettsville,"Mount Carmel Road",0,1,N/A
"October 13, 2014",Florida,Orlando,"2700 block of Castle Oak Avenue",0,1,N/A
"October 11, 2014",Michigan,Lansing,N/A,0,1,N/A
"October 10, 2014",Florida,Ocala,N/A,0,2,N/A
"October 9, 2014","South Carolina",Greenville,"515 Webster Road",0,1,N/A
"October 8, 2014","South Carolina",Blenheim,"Stoneaway Lane",0,2,N/A
"October 6, 2014",Illinois,Chicago,"4600 block of South Drexel Avenue",0,0,N/A
"October 5, 2014",Washington,Spokane,"1700 block of E. Vanetta",0,1,N/A
"September 30, 2014",Ohio,Vandalia,"Dog Leg Road",0,2,N/A
"September 26, 2014",Ohio,Columbus,"2400 block of Plum Street",0,2,N/A
"September 24, 2014",Alabama,Tuscaloosa,"500 block of 34th Avenue",0,1,N/A
"September 20, 2014",Delaware,Wilmington,"Second and West Streets",0,1,N/A
"September 18, 2014",Illinois,Chicago,"1300 block of North Cleveland Avenue",1,1,N/A
"September 17, 2014",Alaska,"Delta Junction",N/A,0,1,N/A
"September 17, 2014",Alabama,Birmingham,"2700 block of 35th Avenue North",0,3,N/A
"September 15, 2014",Pennsylvania,Philadelphia,"Marvine Street and W. Venango Street near 11th Street",0,1,N/A
"September 15, 2014",Pennsylvania,Philadelphia,"3600 block of North Marvine St",0,1,N/A
"September 12, 2014",Arkansas,"Siloam Springs","S Seward St.",0,1,N/A
"September 10, 2014",Indiana,Muncie,"300 block of East Ninth Street",0,1,N/A
"September 10, 2014",Georgia,Savannah,"100 block of Chippewa Drive",0,1,N/A
"September 5, 2014","New Jersey",Newark,"Ridgewood and Clinton avenues",0,1,N/A
"September 5, 2014",Maryland,"Bel Air","Colonial Court",0,1,N/A
"September 1, 2014",Indiana,Gary,"2100 block of Polk Street",0,1,N/A
"September 1, 2014",Mississippi,Meridian,"2428 Old Marion Rd",0,1,N/A
"August 29, 2014",Michigan,Muskegon,"80 W Southern Ave",0,1,N/A
"August 24, 2014",California,Sacramento,N/A,0,1,N/A
"August 21, 2014",Texas,"Pipe Creek","Mountain View Lane",0,1,N/A
"August 21, 2014",Washington,Longview,"26th Avenue ",0,1,N/A
"August 14, 2014",Washington,Longview,"200 block of 26th Avenue",0,1,N/A
"August 13, 2014",Kansas,Pratt,"Lemon Park",0,1,N/A
"August 13, 2014",Mississippi,"Tippah County",N/A,0,1,N/A
"August 12, 2014",Virginia,Winchester,"400 block of Lily's Way",0,1,N/A
"August 11, 2014",Ohio,Cincinnati,"1200 block of Fairbanks Avenue",0,1,N/A
"August 10, 2014",Texas,Conroe,"1100 South Seventh",0,1,N/A
"August 8, 2014",Louisiana,Shreveport,"2900 block of Hattie Street",0,1,N/A
